ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,is_holiday,is_holiday_lower,is_holiday_upper,is_month_end,is_month_end_lower,is_month_end_upper,is_month_start,is_month_start_lower,is_month_start_upper,is_perishable,is_perishable_lower,is_perishable_upper,is_weekend,is_weekend_lower,is_weekend_upper,month,month_lower,month_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,onpromotion,onpromotion_lower,onpromotion_upper,sales_per_transaction,sales_per_transaction_lower,sales_per_transaction_upper,shelf_life_days,shelf_life_days_lower,shelf_life_days_upper,transactions,transactions_lower,transactions_upper,transactions_missing,transactions_missing_lower,transactions_missing_upper,week,week_lower,week_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,zero_sales,zero_sales_lower,zero_sales_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2013-01-02,4373.33592,1486.8989828132314,1894.6247304324183,4373.33592,4373.33592,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6128274557606147,-0.6128274557606147,-0.6128274557606147,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.00804612082578472,-0.00804612082578472,-0.00804612082578472,-0.021658364410175386,-0.021658364410175386,-0.021658364410175386,0.0,0.0,0.0,0.0,0.0,0.0,1693.235594959893
2013-01-03,4372.541608142942,1490.8189412464894,1894.1015458151994,4372.541608142942,4372.541608142942,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6111679755128473,-0.6111679755128473,-0.6111679755128473,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.005688387999988877,-0.005688387999988877,-0.005688387999988877,-0.022356616988203827,-0.022356616988203827,-0.022356616988203827,0.0,0.0,0.0,0.0,0.0,0.0,1700.1842056485305
2013-01-04,4371.747296285884,1477.059721807345,1879.9610284737248,4371.747296285884,4371.747296285884,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.617901087870873,-0.617901087870873,-0.617901087870873,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.011770858827343822,-0.011770858827343822,-0.011770858827343822,-0.02300725851887455,-0.02300725851887455,-0.02300725851887455,0.0,0.0,0.0,0.0,0.0,0.0,1670.4398860142887
2013-01-05,4370.952984428826,1494.026289877652,1883.9990940875168,4370.952984428826,4370.952984428826,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6160783849491269,-0.6160783849491269,-0.6160783849491269,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.009328383855107087,-0.009328383855107087,-0.009328383855107087,-0.023627030569365316,-0.023627030569365316,-0.023627030569365316,0.0,0.0,0.0,0.0,0.0,0.0,1678.1033290933487
2013-01-06,4370.158672571767,1628.8844042040334,2028.6839633013924,4370.158672571767,4370.158672571767,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.5828543746113126,-0.5828543746113126,-0.5828543746113126,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,0.024500379131505528,0.024500379131505528,0.024500379131505528,-0.024231783218163612,-0.024231783218163612,-0.024231783218163612,0.0,0.0,0.0,0.0,0.0,0.0,1822.9925725177457
2013-01-07,4369.36436071471,1556.5612130498982,1931.6815153334724,4369.36436071471,4369.36436071471,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6013187355514921,-0.6013187355514921,-0.6013187355514921,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,0.00664032893819724,0.00664032893819724,0.00664032893819724,-0.024836093965034757,-0.024836093965034757,-0.024836093965034757,0.0,0.0,0.0,0.0,0.0,0.0,1741.9837081659869
2013-01-08,4368.570048857651,1539.5699149745872,1923.6718538952896,4368.570048857651,4368.570048857651,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6048828599648167,-0.6048828599648167,-0.6048828599648167,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,0.00369304343865246,0.00369304343865246,0.00369304343865246,-0.025452932878814588,-0.025452932878814588,-0.025452932878814588,0.0,0.0,0.0,0.0,0.0,0.0,1726.096903747996
2013-01-09,4367.775737000593,1469.822301429341,1881.3302339736845,4367.775737000593,4367.775737000593,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6172624728235604,-0.6172624728235604,-0.6172624728235604,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.008046120825819097,-0.008046120825819097,-0.008046120825819097,-0.026093381473086714,-0.026093381473086714,-0.026093381473086714,0.0,0.0,0.0,0.0,0.0,0.0,1671.711684840858
2013-01-10,4366.9814251435355,1495.0109897399618,1878.4697993951518,4366.9814251435355,4366.9814251435355,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6155777696957166,-0.6155777696957166,-0.6155777696957166,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.005688388000007162,-0.005688388000007162,-0.005688388000007162,-0.026766411171054907,-0.026766411171054907,-0.026766411171054907,0.0,0.0,0.0,0.0,0.0,0.0,1678.7647391510557
2013-01-11,4366.187113286477,1439.4864999363392,1851.4995794533475,4366.187113286477,4366.187113286477,-0.003388641305932329,-0.003388641305932329,-0.003388641305932329,-0.5831229705246546,-0.5831229705246546,-0.5831229705246546,-0.00397992,-0.00397992,-0.00397992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013513464638514062,-0.013513464638514062,-0.013513464638514062,-0.6223725548150347,-0.6223725548150347,-0.6223725548150347,-0.0009710977276169513,-0.0009710977276169513,-0.0009710977276169513,-0.04246904158129044,-0.04246904158129044,-0.04246904158129044,-0.4695506,-0.4695506,-0.4695506,-0.04675932056207276,-0.04675932056207276,-0.04675932056207276,0.0,0.0,0.0,-0.0024908847092279555,-0.0024908847092279555,-0.0024908847092279555,-0.011770858827384446,-0.011770858827384446,-0.011770858827384446,-0.02747872546299569,-0.02747872546299569,-0.02747872546299569,0.0,0.0,0.0,0.0,0.0,0.0,1648.7920847898909
