ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,day_of_week,day_of_week_lower,day_of_week_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,is_holiday,is_holiday_lower,is_holiday_upper,is_month_end,is_month_end_lower,is_month_end_upper,is_month_start,is_month_start_lower,is_month_start_upper,is_perishable,is_perishable_lower,is_perishable_upper,is_weekend,is_weekend_lower,is_weekend_upper,month,month_lower,month_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,onpromotion,onpromotion_lower,onpromotion_upper,sales_per_transaction,sales_per_transaction_lower,sales_per_transaction_upper,shelf_life_days,shelf_life_days_lower,shelf_life_days_upper,transactions,transactions_lower,transactions_upper,transactions_missing,transactions_missing_lower,transactions_missing_upper,week,week_lower,week_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,zero_sales,zero_sales_lower,zero_sales_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
2013-01-02,5257.01872,4245.80959457502,5960.832988173495,5257.01872,5257.01872,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,-0.027616353387953603,-0.027616353387953603,-0.027616353387953603,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.02018005850527159,-0.02018005850527159,-0.02018005850527159,-0.05142121649730333,-0.05142121649730333,-0.05142121649730333,0.0,0.0,0.0,0.0,0.0,0.0,5111.839033261393
2013-01-03,5258.026929381732,4378.455009868408,5987.401981835256,5258.026929381732,5258.026929381732,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,-0.013461821193235364,-0.013461821193235364,-0.013461821193235364,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.010675579999976691,-0.010675579999976691,-0.010675579999976691,-0.04677116280788,-0.04677116280788,-0.04677116280788,0.0,0.0,0.0,0.0,0.0,0.0,5187.244311029179
2013-01-04,5259.035138763465,4387.56820637051,5969.265662012255,5259.035138763465,5259.035138763465,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,-0.02086338934201052,-0.02086338934201052,-0.02086338934201052,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.022900229563618216,-0.022900229563618216,-0.022900229563618216,-0.041948081393013634,-0.041948081393013634,-0.041948081393013634,0.0,0.0,0.0,0.0,0.0,0.0,5149.313841100128
2013-01-05,5260.0433481451955,4433.680367029731,6001.926409682226,5260.0433481451955,5260.0433481451955,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,-0.005402315142075127,-0.005402315142075127,-0.005402315142075127,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.012306402329604397,-0.012306402329604397,-0.012306402329604397,-0.03708083442709204,-0.03708083442709204,-0.03708083442709204,0.0,0.0,0.0,0.0,0.0,0.0,5231.626936317539
2013-01-06,5261.051557526928,4773.2717620367985,6386.54780353626,5261.051557526928,5261.051557526928,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.06534211650268229,0.06534211650268229,0.06534211650268229,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,0.05365316583436164,0.05365316583436164,0.05365316583436164,-0.03229597094630068,-0.03229597094630068,-0.03229597094630068,0.0,0.0,0.0,0.0,0.0,0.0,5604.819801325471
2013-01-07,5262.05976690866,4610.854439797341,6183.607055032657,5262.05976690866,5262.05976690866,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.024871287335702257,0.024871287335702257,0.024871287335702257,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,0.008601344270526053,0.008601344270526053,0.008601344270526053,-0.027714978549445116,-0.027714978549445116,-0.027714978549445116,0.0,0.0,0.0,0.0,0.0,0.0,5392.933967349084
2013-01-08,5263.067976290392,4573.968505886404,6186.910554706622,5263.067976290392,5263.067976290392,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.024340988496950024,0.024340988496950024,0.024340988496950024,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,0.0038077602938497,0.0038077602938497,0.0038077602938497,-0.023451693411520997,-0.023451693411520997,-0.023451693411520997,0.0,0.0,0.0,0.0,0.0,0.0,5391.176253359943
2013-01-09,5264.076185672124,4470.488919968534,6054.527798955356,5264.076185672124,5264.076185672124,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.004194933938513744,0.004194933938513744,0.004194933938513744,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.02018005850533943,-0.02018005850533943,-0.02018005850533943,-0.019609929170768158,-0.019609929170768158,-0.019609929170768158,0.0,0.0,0.0,0.0,0.0,0.0,5286.1586375183215
2013-01-10,5265.084395053856,4534.834174050892,6228.1796944612315,5265.084395053856,5265.084395053856,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.017027962662275832,0.017027962662275832,0.017027962662275832,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.010675580000014215,-0.010675580000014215,-0.010675580000014215,-0.016281378952331282,-0.016281378952331282,-0.016281378952331282,0.0,0.0,0.0,0.0,0.0,0.0,5354.738055546563
2013-01-11,5266.092604435587,4454.936237810025,6128.370520257192,5266.092604435587,5266.092604435587,-0.014260006983425149,-0.014260006983425149,-0.014260006983425149,0.04398492161462133,0.04398492161462133,0.04398492161462133,-0.0192438,-0.0192438,-0.0192438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03262359835370838,-0.03262359835370838,-0.03262359835370838,0.00754085489996726,0.00754085489996726,0.00754085489996726,0.0030131486512463695,0.0030131486512463695,0.0030131486512463695,0.1896308625346643,0.1896308625346643,0.1896308625346643,-0.008887512,-0.008887512,-0.008887512,-0.08556107747525037,-0.08556107747525037,-0.08556107747525037,0.0,0.0,0.0,0.01191690524109457,0.01191690524109457,0.01191690524109457,-0.022900229563704896,-0.022900229563704896,-0.022900229563704896,-0.013543837150949162,-0.013543837150949162,-0.013543837150949162,0.0,0.0,0.0,0.0,0.0,0.0,5305.8034446554275
